timestamp,sensor_id,value,unit
2025-05-14T15:54:59.168447,network,91.00,bytes_sent
2025-05-14T15:54:59.168484,network,0.00,invalid_ack: b''
2025-05-14T15:55:00.168837,network,0.00,error: [Errno 32] Broken pipe (attempt 2/4)
2025-05-14T15:55:00.168992,network,0.00,connection_closed
2025-05-14T15:55:00.169478,network,1.00,connection
2025-05-14T15:55:02.169698,network,91.00,bytes_sent
2025-05-14T15:55:02.169888,network,1.00,ack_received
2025-05-14T15:55:03.503296,network,0.00,connection_closed
2025-05-14T15:55:00.169601,server,1.00,connection_from_127.0.0.1:34914
2025-05-14T15:55:02.169897,server,91.00,data_received_from_127.0.0.1:34914
2025-05-14T15:55:02.169913,server,1.00,ack_sent_to_127.0.0.1:34914
2025-05-14T15:55:08.100355,server,0.00,server_stopped
2025-05-14T15:55:08.100434,server,0.00,server_stopped
2025-05-14T15:57:53.480045,network,0.00,connection_error: [Errno 111] Connection refused
2025-05-14T15:58:04.572030,network,1.00,connection
2025-05-14T15:58:09.358154,network,100.00,bytes_sent
2025-05-14T15:58:09.358513,network,1.00,ack_received
2025-05-14T15:58:18.068385,network,100.00,bytes_sent
2025-05-14T15:58:18.068445,network,0.00,invalid_ack: b''
2025-05-14T15:58:19.068762,network,0.00,error: [Errno 32] Broken pipe (attempt 2/4)
2025-05-14T15:58:19.068807,network,0.00,connection_closed
2025-05-14T15:58:19.069062,network,1.00,connection
2025-05-14T15:58:19.779166,network,0.00,connection_closed
2025-05-14T15:57:59.414444,server,1.00,started_on_port_5000
2025-05-14T15:58:04.572205,server,1.00,connection_from_127.0.0.1:40574
2025-05-14T15:58:09.358535,server,100.00,data_received_from_127.0.0.1:40574
2025-05-14T15:58:09.358566,server,1.00,ack_sent_to_127.0.0.1:40574
2025-05-14T15:58:19.069182,server,1.00,connection_from_127.0.0.1:59526
2025-05-14T15:58:19.778845,server,0.00,empty_data_from_127.0.0.1:59526
2025-05-14T15:58:22.494272,server,0.00,server_stopped
2025-05-14T15:58:22.494349,server,0.00,server_stopped
2025-05-14T16:03:34.608406,network,1.00,connection
2025-05-14T16:03:38.526694,network,100.00,bytes_sent
2025-05-14T16:03:38.527061,network,1.00,ack_received
2025-05-14T16:03:44.563247,network,0.00,connection_closed
2025-05-14T16:03:27.653697,server,1.00,started_on_port_5000
2025-05-14T16:03:34.608500,server,1.00,connection_from_127.0.0.1:47280
2025-05-14T16:03:38.527011,server,100.00,data_received_from_127.0.0.1:47280
2025-05-14T16:03:38.527210,server,1.00,ack_sent_to_127.0.0.1:47280
2025-05-14T16:05:47.278655,server,0.00,server_stopped
2025-05-14T16:05:47.278717,server,0.00,server_stopped
2025-05-14T16:13:43.829418,network,0.00,connection_error: [Errno 111] Connection refused
2025-05-14T16:13:50.851194,network,1.00,connection
2025-05-14T16:13:50.851296,T1,21.96,°C
2025-05-14T16:13:50.851344,H1,64.02,%
2025-05-14T16:13:50.851378,P1,1010.31,hPa
2025-05-14T16:13:50.851418,L1,5062.58,lx
2025-05-14T16:13:50.851605,network,554.00,bytes_sent
2025-05-14T16:13:50.851952,network,1.00,ack_received
2025-05-14T16:13:55.852120,T1,18.58,°C
2025-05-14T16:13:55.852223,H1,47.55,%
2025-05-14T16:13:55.852261,P1,1003.76,hPa
2025-05-14T16:13:55.852487,L1,5081.20,lx
2025-05-14T16:13:55.852744,network,554.00,bytes_sent
2025-05-14T16:13:55.852790,network,0.00,invalid_ack: b''
2025-05-14T16:13:56.852966,network,0.00,error: [Errno 32] Broken pipe (attempt 2/4)
2025-05-14T16:13:56.853015,network,0.00,connection_closed
2025-05-14T16:13:56.853299,network,1.00,connection
2025-05-14T16:13:58.028260,network,0.00,connection_closed
2025-05-14T16:14:02.395798,network,1.00,connection
2025-05-14T16:14:02.395881,T1,20.46,°C
2025-05-14T16:14:02.395931,H1,53.35,%
2025-05-14T16:14:02.395962,P1,1008.91,hPa
2025-05-14T16:14:02.396002,L1,5081.97,lx
2025-05-14T16:14:02.396168,network,554.00,bytes_sent
2025-05-14T16:14:02.396543,network,1.00,ack_received
2025-05-14T16:14:04.396884,T1,21.26,°C
2025-05-14T16:14:04.396949,H1,44.96,%
2025-05-14T16:14:04.397023,L1,5067.35,lx
2025-05-14T16:13:46.741097,server,1.00,started_on_port_5000
2025-05-14T16:13:50.851314,server,1.00,connection_from_127.0.0.1:45042
2025-05-14T16:13:50.851957,server,554.00,data_received_from_127.0.0.1:45042
2025-05-14T16:13:50.851976,server,1.00,ack_sent_to_127.0.0.1:45042
2025-05-14T16:13:56.853408,server,1.00,connection_from_127.0.0.1:45056
2025-05-14T16:13:58.028298,server,0.00,empty_data_from_127.0.0.1:45056
2025-05-14T16:14:02.395908,server,1.00,connection_from_127.0.0.1:55946
2025-05-14T16:14:02.396607,server,554.00,data_received_from_127.0.0.1:55946
2025-05-14T16:14:02.396626,server,1.00,ack_sent_to_127.0.0.1:55946
2025-05-14T16:14:05.398487,server,1.00,connection_from_127.0.0.1:55954
2025-05-14T16:14:04.397647,network,552.00,bytes_sent
2025-05-14T16:14:04.397720,network,0.00,invalid_ack: b''
2025-05-14T16:14:05.398083,network,0.00,error: [Errno 32] Broken pipe (attempt 2/4)
2025-05-14T16:14:05.398143,network,0.00,connection_closed
2025-05-14T16:14:05.398395,network,1.00,connection
2025-05-14T16:14:07.398577,network,552.00,bytes_sent
2025-05-14T16:14:07.398825,network,1.00,ack_received
2025-05-14T16:14:09.399079,T1,18.92,°C
2025-05-14T16:14:09.399213,H1,35.61,%
2025-05-14T16:14:09.399260,P1,1003.84,hPa
2025-05-14T16:14:09.399488,L1,4889.98,lx
2025-05-14T16:14:09.399673,network,555.00,bytes_sent
2025-05-14T16:14:09.399705,network,0.00,invalid_ack: b''
2025-05-14T16:14:10.399860,network,0.00,error: [Errno 32] Broken pipe (attempt 2/4)
2025-05-14T16:14:10.399908,network,0.00,connection_closed
2025-05-14T16:14:10.400192,network,1.00,connection
2025-05-14T16:14:12.400431,network,555.00,bytes_sent
2025-05-14T16:14:12.400681,network,1.00,ack_received
2025-05-14T16:14:14.401086,T1,20.01,°C
2025-05-14T16:14:14.401161,H1,55.50,%
2025-05-14T16:14:14.401318,P1,1017.21,hPa
2025-05-14T16:14:14.401360,L1,5059.59,lx
2025-05-14T16:14:14.401531,network,555.00,bytes_sent
2025-05-14T16:14:14.401555,network,0.00,invalid_ack: b''
2025-05-14T16:14:15.401902,network,0.00,error: [Errno 32] Broken pipe (attempt 2/4)
2025-05-14T16:14:15.401939,network,0.00,connection_closed
2025-05-14T16:14:15.402208,network,1.00,connection
2025-05-14T16:14:17.402393,network,555.00,bytes_sent
2025-05-14T16:14:17.402658,network,1.00,ack_received
2025-05-14T16:14:19.403010,T1,21.63,°C
2025-05-14T16:14:19.403172,H1,42.32,%
2025-05-14T16:14:19.403204,P1,1011.95,hPa
2025-05-14T16:14:19.403230,L1,4851.50,lx
2025-05-14T16:14:19.403385,network,551.00,bytes_sent
2025-05-14T16:14:19.403408,network,0.00,invalid_ack: b''
2025-05-14T16:14:19.836196,network,0.00,connection_closed
2025-05-14T16:14:07.398812,server,552.00,data_received_from_127.0.0.1:55954
2025-05-14T16:14:07.398828,server,1.00,ack_sent_to_127.0.0.1:55954
2025-05-14T16:14:10.400295,server,1.00,connection_from_127.0.0.1:44998
2025-05-14T16:14:12.400675,server,555.00,data_received_from_127.0.0.1:44998
2025-05-14T16:14:12.400715,server,1.00,ack_sent_to_127.0.0.1:44998
2025-05-14T16:14:15.402307,server,1.00,connection_from_127.0.0.1:45010
2025-05-14T16:14:17.402653,server,555.00,data_received_from_127.0.0.1:45010
2025-05-14T16:14:17.402667,server,1.00,ack_sent_to_127.0.0.1:45010
2025-05-14T16:14:29.965553,server,0.00,server_stopped
2025-05-14T16:14:29.965603,server,0.00,server_stopped
2025-05-14T16:18:14.287566,network,0.00,connection_error: [Errno 111] Connection refused
2025-05-14T16:18:24.238027,network,1.00,connection
2025-05-14T16:18:24.238142,T1,19.42,°C
2025-05-14T16:18:24.238191,H1,52.99,%
2025-05-14T16:18:24.238227,P1,1015.68,hPa
2025-05-14T16:18:24.238265,L1,4858.29,lx
2025-05-14T16:18:24.238416,network,554.00,bytes_sent
2025-05-14T16:18:24.238772,network,1.00,ack_received
2025-05-14T16:18:26.238920,T1,21.51,°C
2025-05-14T16:18:26.238978,H1,63.02,%
2025-05-14T16:18:26.239034,L1,5040.50,lx
2025-05-14T16:18:26.239395,network,555.00,bytes_sent
2025-05-14T16:18:26.239871,network,1.00,ack_received
2025-05-14T16:18:28.240290,T1,20.19,°C
2025-05-14T16:18:28.240347,H1,53.90,%
2025-05-14T16:18:28.240388,P1,1011.66,hPa
2025-05-14T16:18:28.240428,L1,4970.71,lx
2025-05-14T16:18:28.240554,network,551.00,bytes_sent
2025-05-14T16:18:28.240818,network,1.00,ack_received
2025-05-14T16:18:30.241145,T1,21.37,°C
2025-05-14T16:18:30.241201,H1,37.30,%
2025-05-14T16:18:21.590969,server,1.00,started_on_port_5000
2025-05-14T16:18:24.238130,server,1.00,connection_from_127.0.0.1:50364
2025-05-14T16:18:24.238758,server,554.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:24.238784,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:26.239855,server,555.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:26.239879,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:28.240801,server,551.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:28.240819,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:30.241763,server,554.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:30.241784,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:30.241363,L1,5064.41,lx
2025-05-14T16:18:30.242023,network,554.00,bytes_sent
2025-05-14T16:18:30.242057,network,1.00,ack_received
2025-05-14T16:18:32.242361,T1,19.04,°C
2025-05-14T16:18:32.242428,H1,57.31,%
2025-05-14T16:18:32.242453,P1,1014.64,hPa
2025-05-14T16:18:32.242480,L1,4922.27,lx
2025-05-14T16:18:32.242591,network,552.00,bytes_sent
2025-05-14T16:18:32.242858,network,1.00,ack_received
2025-05-14T16:18:34.243043,T1,20.16,°C
2025-05-14T16:18:34.243204,H1,45.66,%
2025-05-14T16:18:34.243257,L1,4837.82,lx
2025-05-14T16:18:34.243408,network,554.00,bytes_sent
2025-05-14T16:18:34.243702,network,1.00,ack_received
2025-05-14T16:18:36.243849,T1,18.92,°C
2025-05-14T16:18:36.243908,H1,49.67,%
2025-05-14T16:18:36.243941,P1,1011.40,hPa
2025-05-14T16:18:36.244006,L1,5106.96,lx
2025-05-14T16:18:36.244166,network,553.00,bytes_sent
2025-05-14T16:18:36.244469,network,1.00,ack_received
2025-05-14T16:18:38.244772,T1,21.92,°C
2025-05-14T16:18:38.244834,H1,52.38,%
2025-05-14T16:18:38.244903,L1,4945.67,lx
2025-05-14T16:18:38.245039,network,554.00,bytes_sent
2025-05-14T16:18:38.245408,network,1.00,ack_received
2025-05-14T16:18:40.245551,T1,19.04,°C
2025-05-14T16:18:40.245631,H1,52.66,%
2025-05-14T16:18:40.245695,P1,1008.28,hPa
2025-05-14T16:18:40.245920,L1,4953.64,lx
2025-05-14T16:18:40.246144,network,552.00,bytes_sent
2025-05-14T16:18:32.242849,server,552.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:32.242869,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:34.243685,server,554.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:34.243714,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:36.244481,server,553.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:36.244496,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:38.245339,server,554.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:38.245358,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:40.246454,server,552.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:40.246500,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:40.246707,network,1.00,ack_received
2025-05-14T16:18:42.246887,T1,20.20,°C
2025-05-14T16:18:42.246943,H1,52.08,%
2025-05-14T16:18:42.247000,L1,4907.81,lx
2025-05-14T16:18:42.247148,network,554.00,bytes_sent
2025-05-14T16:18:42.247440,network,1.00,ack_received
2025-05-14T16:18:44.247613,T1,18.79,°C
2025-05-14T16:18:44.247688,H1,39.50,%
2025-05-14T16:18:44.247753,P1,1016.00,hPa
2025-05-14T16:18:44.247783,L1,5102.75,lx
2025-05-14T16:18:44.248275,network,553.00,bytes_sent
2025-05-14T16:18:44.248888,network,1.00,ack_received
2025-05-14T16:18:46.249122,T1,21.74,°C
2025-05-14T16:18:46.249197,H1,35.71,%
2025-05-14T16:18:46.249248,L1,5012.54,lx
2025-05-14T16:18:46.249416,network,554.00,bytes_sent
2025-05-14T16:18:46.249702,network,1.00,ack_received
2025-05-14T16:18:47.287465,network,0.00,connection_closed
2025-05-14T16:18:42.247426,server,554.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:42.247445,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:44.248930,server,553.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:44.248949,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:46.249852,server,554.00,data_received_from_127.0.0.1:50364
2025-05-14T16:18:46.249869,server,1.00,ack_sent_to_127.0.0.1:50364
2025-05-14T16:18:49.849055,server,0.00,server_stopped
2025-05-14T16:18:49.849160,server,0.00,server_stopped
2025-05-14T16:21:10.642225,network,1.00,connection
2025-05-14T16:21:10.642326,T1,20.39,°C
2025-05-14T16:21:10.642372,H1,36.02,%
2025-05-14T16:21:10.642407,P1,1010.14,hPa
2025-05-14T16:21:10.642436,L1,4898.46,lx
2025-05-14T16:21:10.642583,network,554.00,bytes_sent
2025-05-14T16:21:10.643010,network,1.00,ack_received
2025-05-14T16:21:12.643319,T1,19.87,°C
2025-05-14T16:21:12.643374,H1,58.22,%
2025-05-14T16:21:12.643405,L1,5172.68,lx
2025-05-14T16:21:12.643746,network,550.00,bytes_sent
2025-05-14T16:21:12.644112,network,1.00,ack_received
2025-05-14T16:21:14.644334,T1,21.21,°C
2025-05-14T16:21:14.644404,H1,59.26,%
2025-05-14T16:21:14.644425,P1,1020.70,hPa
2025-05-14T16:21:14.644452,L1,5127.15,lx
2025-05-14T16:21:14.644592,network,552.00,bytes_sent
2025-05-14T16:21:14.644875,network,1.00,ack_received
2025-05-14T16:21:16.645117,T1,19.71,°C
2025-05-14T16:21:16.645216,H1,28.32,%
2025-05-14T16:21:04.137456,server,1.00,started_on_port_5000
2025-05-14T16:21:10.642358,server,1.00,connection_from_127.0.0.1:36270
2025-05-14T16:21:10.643006,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:10.643030,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:12.644155,server,550.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:12.644176,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:14.644868,server,552.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:14.644887,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:16.647392,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:16.647415,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:16.645605,L1,4915.80,lx
2025-05-14T16:21:16.646206,network,554.00,bytes_sent
2025-05-14T16:21:16.647240,network,1.00,ack_received
2025-05-14T16:21:18.647407,T1,18.91,°C
2025-05-14T16:21:18.647470,H1,35.71,%
2025-05-14T16:21:18.647490,P1,1011.35,hPa
2025-05-14T16:21:18.647511,L1,5001.72,lx
2025-05-14T16:21:18.647632,network,554.00,bytes_sent
2025-05-14T16:21:18.647866,network,1.00,ack_received
2025-05-14T16:21:20.648048,T1,21.41,°C
2025-05-14T16:21:20.648489,H1,54.07,%
2025-05-14T16:21:20.648562,L1,5081.21,lx
2025-05-14T16:21:20.648708,network,555.00,bytes_sent
2025-05-14T16:21:20.649170,network,1.00,ack_received
2025-05-14T16:21:22.649351,T1,21.71,°C
2025-05-14T16:21:22.649416,H1,47.82,%
2025-05-14T16:21:22.649433,P1,1015.03,hPa
2025-05-14T16:21:22.649467,L1,5130.41,lx
2025-05-14T16:21:22.649594,network,552.00,bytes_sent
2025-05-14T16:21:22.649878,network,1.00,ack_received
2025-05-14T16:21:24.650182,T1,18.76,°C
2025-05-14T16:21:24.650252,H1,35.35,%
2025-05-14T16:21:24.650318,L1,4830.37,lx
2025-05-14T16:21:24.650451,network,554.00,bytes_sent
2025-05-14T16:21:24.650806,network,1.00,ack_received
2025-05-14T16:21:26.650986,T1,18.12,°C
2025-05-14T16:21:26.651063,H1,33.03,%
2025-05-14T16:21:26.651109,P1,1005.52,hPa
2025-05-14T16:21:26.651168,L1,4972.82,lx
2025-05-14T16:21:26.651343,network,554.00,bytes_sent
2025-05-14T16:21:18.647859,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:18.647876,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:20.649085,server,555.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:20.649125,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:22.649861,server,552.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:22.649880,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:24.650745,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:24.650763,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:26.651618,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:26.651636,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:26.651702,network,1.00,ack_received
2025-05-14T16:21:28.651851,T1,21.44,°C
2025-05-14T16:21:28.651943,H1,34.86,%
2025-05-14T16:21:28.652015,L1,5116.13,lx
2025-05-14T16:21:28.652182,network,553.00,bytes_sent
2025-05-14T16:21:28.652625,network,1.00,ack_received
2025-05-14T16:21:30.652772,T1,20.24,°C
2025-05-14T16:21:30.652832,H1,53.15,%
2025-05-14T16:21:30.652868,P1,1018.68,hPa
2025-05-14T16:21:30.652902,L1,4837.64,lx
2025-05-14T16:21:30.653494,network,552.00,bytes_sent
2025-05-14T16:21:30.653723,network,1.00,ack_received
2025-05-14T16:21:32.653916,T1,18.94,°C
2025-05-14T16:21:32.653981,H1,37.54,%
2025-05-14T16:21:32.654042,L1,4815.53,lx
2025-05-14T16:21:32.654221,network,553.00,bytes_sent
2025-05-14T16:21:32.654507,network,1.00,ack_received
2025-05-14T16:21:34.654721,T1,21.99,°C
2025-05-14T16:21:34.654790,H1,38.42,%
2025-05-14T16:21:34.654809,P1,1023.01,hPa
2025-05-14T16:21:28.652604,server,553.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:28.652626,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:30.653750,server,552.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:30.653772,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:32.654501,server,553.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:32.654524,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:34.655536,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:34.655555,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:36.656646,server,552.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:36.656675,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:34.654962,L1,4995.27,lx
2025-05-14T16:21:34.655192,network,554.00,bytes_sent
2025-05-14T16:21:34.655608,network,1.00,ack_received
2025-05-14T16:21:36.655811,T1,19.95,°C
2025-05-14T16:21:36.655888,H1,54.37,%
2025-05-14T16:21:36.655957,L1,5122.73,lx
2025-05-14T16:21:36.656240,network,552.00,bytes_sent
2025-05-14T16:21:36.656809,network,1.00,ack_received
2025-05-14T16:21:38.657142,T1,21.79,°C
2025-05-14T16:21:38.657192,H1,42.73,%
2025-05-14T16:21:38.657357,P1,1009.64,hPa
2025-05-14T16:21:38.657395,L1,4941.50,lx
2025-05-14T16:21:38.657538,network,553.00,bytes_sent
2025-05-14T16:21:38.657851,network,1.00,ack_received
2025-05-14T16:21:40.658182,T1,18.48,°C
2025-05-14T16:21:40.658234,H1,55.09,%
2025-05-14T16:21:40.658262,L1,5034.22,lx
2025-05-14T16:21:40.658386,network,554.00,bytes_sent
2025-05-14T16:21:40.658667,network,1.00,ack_received
2025-05-14T16:21:42.659034,T1,18.89,°C
2025-05-14T16:21:42.659210,H1,40.52,%
2025-05-14T16:21:42.659236,P1,1005.82,hPa
2025-05-14T16:21:42.659269,L1,5099.10,lx
2025-05-14T16:21:42.659407,network,554.00,bytes_sent
2025-05-14T16:21:42.659726,network,1.00,ack_received
2025-05-14T16:21:44.659885,T1,21.79,°C
2025-05-14T16:21:44.659953,H1,55.93,%
2025-05-14T16:21:44.660005,L1,4811.48,lx
2025-05-14T16:21:44.660181,network,554.00,bytes_sent
2025-05-14T16:21:44.660447,network,1.00,ack_received
2025-05-14T16:21:38.657913,server,553.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:38.657929,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:40.658661,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:40.658681,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:42.659695,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:42.659713,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:44.660436,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:44.660456,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:46.661536,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:46.661555,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:46.660774,T1,21.11,°C
2025-05-14T16:21:46.660829,H1,36.63,%
2025-05-14T16:21:46.660864,P1,1012.58,hPa
2025-05-14T16:21:46.660894,L1,4902.01,lx
2025-05-14T16:21:46.661180,network,554.00,bytes_sent
2025-05-14T16:21:46.661735,network,1.00,ack_received
2025-05-14T16:21:48.661893,T1,20.08,°C
2025-05-14T16:21:48.661952,H1,43.32,%
2025-05-14T16:21:48.662180,L1,5138.14,lx
2025-05-14T16:21:48.662337,network,553.00,bytes_sent
2025-05-14T16:21:48.662628,network,1.00,ack_received
2025-05-14T16:21:50.662795,T1,20.38,°C
2025-05-14T16:21:50.662862,H1,50.29,%
2025-05-14T16:21:50.662890,P1,1012.84,hPa
2025-05-14T16:21:50.662925,L1,4800.94,lx
2025-05-14T16:21:50.663115,network,553.00,bytes_sent
2025-05-14T16:21:50.663523,network,1.00,ack_received
2025-05-14T16:21:52.663762,T1,21.33,°C
2025-05-14T16:21:52.663836,H1,35.22,%
2025-05-14T16:21:52.663910,L1,5117.32,lx
2025-05-14T16:21:52.664382,network,554.00,bytes_sent
2025-05-14T16:21:52.664853,network,1.00,ack_received
2025-05-14T16:21:54.665251,T1,18.04,°C
2025-05-14T16:21:54.665322,H1,55.21,%
2025-05-14T16:21:54.665384,P1,1008.12,hPa
2025-05-14T16:21:54.665415,L1,4991.15,lx
2025-05-14T16:21:54.665582,network,551.00,bytes_sent
2025-05-14T16:21:54.665876,network,1.00,ack_received
2025-05-14T16:21:56.666137,T1,21.07,°C
2025-05-14T16:21:56.666238,H1,46.11,%
2025-05-14T16:21:48.662721,server,553.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:48.662741,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:50.663426,server,553.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:50.663447,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:52.664837,server,554.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:52.664869,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:54.665927,server,551.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:54.665947,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:56.667042,server,552.00,data_received_from_127.0.0.1:36270
2025-05-14T16:21:56.667061,server,1.00,ack_sent_to_127.0.0.1:36270
2025-05-14T16:21:56.666455,L1,5192.72,lx
2025-05-14T16:21:56.666607,network,552.00,bytes_sent
2025-05-14T16:21:56.667296,network,1.00,ack_received
2025-05-14T16:21:58.667540,T1,18.49,°C
2025-05-14T16:21:58.667599,H1,43.03,%
2025-05-14T16:21:58.667630,P1,1010.19,hPa
2025-05-14T16:21:58.667664,L1,4929.66,lx
2025-05-14T16:21:58.667807,network,554.00,bytes_sent
2025-05-14T16:21:58.668083,network,1.00,ack_received
